ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.581308534365960396e-03,-1.803922927422026002e-05,-2.151867244086849273e-03
3.581308527590937145e-03,-1.803922927371580108e-05,-2.151867255362382297e-03
3.581308520815913027e-03,-1.803922927321134891e-05,-2.151867266637915322e-03
3.581308514040888909e-03,-1.803922927270689336e-05,-2.151867277913448347e-03
3.581308507265865658e-03,-1.803922927220244119e-05,-2.151867289188981371e-03
3.581308500490841540e-03,-1.803922927169798903e-05,-2.151867300464514396e-03
3.581308493715817422e-03,-1.803922927119353008e-05,-2.151867311740047421e-03
3.581308486940794171e-03,-1.803922927068908469e-05,-2.151867323015580011e-03
3.581308480165769186e-03,-1.803922927018462236e-05,-2.151867334291113470e-03
3.581308473390745935e-03,-1.803922926968016681e-05,-2.151867345566646061e-03
3.581308466615720949e-03,-1.803922926917571464e-05,-2.151867356842179085e-03
3.581308459840697699e-03,-1.803922926867126587e-05,-2.151867368117711676e-03
3.581308453065673147e-03,-1.803922926816680693e-05,-2.151867379393244701e-03
3.581308446290649029e-03,-1.803922926766235476e-05,-2.151867390668777292e-03
3.581308439515624911e-03,-1.803922926715790259e-05,-2.151867401944310317e-03
3.581308432740600792e-03,-1.803922926665344365e-05,-2.151867413219842907e-03
3.581308425965576674e-03,-1.803922926614899149e-05,-2.151867424495375932e-03
3.581308419190551689e-03,-1.803922926564453593e-05,-2.151867435770908523e-03
3.581308412415527571e-03,-1.803922926514008377e-05,-2.151867447046441548e-03
3.581308405640503453e-03,-1.803922926463562821e-05,-2.151867458321973705e-03
3.581308398865478901e-03,-1.803922926413117605e-05,-2.151867469597506730e-03
3.581308392090454783e-03,-1.803922926362672049e-05,-2.151867480873039321e-03
3.581308385315429797e-03,-1.803922926312226155e-05,-2.151867492148571911e-03
3.581308378540405679e-03,-1.803922926261781277e-05,-2.151867503424104502e-03
3.581308371765380694e-03,-1.803922926211335722e-05,-2.151867514699637093e-03
3.581308364990357009e-03,-1.803922926160890505e-05,-2.151867525975169684e-03
3.581308358215332024e-03,-1.803922926110444611e-05,-2.151867537250702275e-03
3.581308351440307038e-03,-1.803922926059999394e-05,-2.151867548526234433e-03
3.581308344665282053e-03,-1.803922926009553839e-05,-2.151867559801767457e-03
3.581308337890257501e-03,-1.803922925959108284e-05,-2.151867571077299614e-03
3.581308331115232516e-03,-1.803922925908663406e-05,-2.151867582352832639e-03
3.581308324340207530e-03,-1.803922925858217512e-05,-2.151867593628364796e-03
3.581308317565182978e-03,-1.803922925807772295e-05,-2.151867604903896954e-03
3.581308310790157993e-03,-1.803922925757327079e-05,-2.151867616179429111e-03
3.581308304015133007e-03,-1.803922925706881523e-05,-2.151867627454961702e-03
3.581308297240108456e-03,-1.803922925656435968e-05,-2.151867638730494293e-03
3.581308290465083470e-03,-1.803922925605990751e-05,-2.151867650006026016e-03
3.581308283690057617e-03,-1.803922925555545535e-05,-2.151867661281558607e-03
3.581308276915033933e-03,-1.803922925505099979e-05,-2.151867672557090765e-03
3.581308270140008080e-03,-1.803922925454654424e-05,-2.151867683832623356e-03
3.581308263364983095e-03,-1.803922925404209207e-05,-2.151867695108155513e-03
