ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.583409536652958690e-03,-1.803938859640284988e-05,-2.148366716163938994e-03
3.583409529888896290e-03,-1.803938859589891610e-05,-2.148366727446185832e-03
3.583409523124833455e-03,-1.803938859539497893e-05,-2.148366738728433971e-03
3.583409516360771922e-03,-1.803938859489104515e-05,-2.148366750010681243e-03
3.583409509596709088e-03,-1.803938859438711137e-05,-2.148366761292928515e-03
3.583409502832646688e-03,-1.803938859388317420e-05,-2.148366772575176654e-03
3.583409496068583854e-03,-1.803938859337924042e-05,-2.148366783857423926e-03
3.583409489304521887e-03,-1.803938859287530325e-05,-2.148366795139671197e-03
3.583409482540459486e-03,-1.803938859237136946e-05,-2.148366806421918903e-03
3.583409475776396652e-03,-1.803938859186743568e-05,-2.148366817704166175e-03
3.583409469012334252e-03,-1.803938859136349851e-05,-2.148366828986413447e-03
3.583409462248271418e-03,-1.803938859085956473e-05,-2.148366840268661152e-03
3.583409455484208583e-03,-1.803938859035562756e-05,-2.148366851550908424e-03
3.583409448720146183e-03,-1.803938858985169039e-05,-2.148366862833155262e-03
3.583409441956083349e-03,-1.803938858934776000e-05,-2.148366874115402534e-03
3.583409435192020948e-03,-1.803938858884382622e-05,-2.148366885397650240e-03
3.583409428427958114e-03,-1.803938858833988905e-05,-2.148366896679897511e-03
3.583409421663895280e-03,-1.803938858783595188e-05,-2.148366907962144783e-03
3.583409414899832012e-03,-1.803938858733201809e-05,-2.148366919244392055e-03
3.583409408135769178e-03,-1.803938858682808431e-05,-2.148366930526639327e-03
3.583409401371706344e-03,-1.803938858632415053e-05,-2.148366941808886165e-03
3.583409394607643076e-03,-1.803938858582020997e-05,-2.148366953091133437e-03
3.583409387843580242e-03,-1.803938858531627958e-05,-2.148366964373380709e-03
3.583409381079516540e-03,-1.803938858481234241e-05,-2.148366975655627981e-03
3.583409374315454574e-03,-1.803938858430840524e-05,-2.148366986937875252e-03
3.583409367551390438e-03,-1.803938858380447485e-05,-2.148366998220121657e-03
3.583409360787327604e-03,-1.803938858330054107e-05,-2.148367009502369362e-03
3.583409354023263903e-03,-1.803938858279660390e-05,-2.148367020784616201e-03
3.583409347259201069e-03,-1.803938858229266673e-05,-2.148367032066863472e-03
3.583409340495137801e-03,-1.803938858178873294e-05,-2.148367043349109877e-03
3.583409333731074099e-03,-1.803938858128479916e-05,-2.148367054631357149e-03
3.583409326967011265e-03,-1.803938858078086199e-05,-2.148367065913603987e-03
3.583409320202948431e-03,-1.803938858027692482e-05,-2.148367077195851259e-03
3.583409313438884729e-03,-1.803938857977299104e-05,-2.148367088478097663e-03
3.583409306674821028e-03,-1.803938857926906065e-05,-2.148367099760344935e-03
3.583409299910757760e-03,-1.803938857876512009e-05,-2.148367111042591773e-03
3.583409293146694059e-03,-1.803938857826118631e-05,-2.148367122324838178e-03
3.583409286382630357e-03,-1.803938857775725253e-05,-2.148367133607085450e-03
3.583409279618566656e-03,-1.803938857725331536e-05,-2.148367144889332288e-03
3.583409272854503821e-03,-1.803938857674938496e-05,-2.148367156171579126e-03
3.583409266090440120e-03,-1.803938857624544441e-05,-2.148367167453825530e-03
3.583409259326375551e-03,-1.803938857574151062e-05,-2.148367178736072369e-03
3.583409252562311850e-03,-1.803938857523757684e-05,-2.148367190018318773e-03
3.583409245798247714e-03,-1.803938857473364306e-05,-2.148367201300566045e-03
3.583409239034184013e-03,-1.803938857422970928e-05,-2.148367212582812449e-03
3.583409232270120311e-03,-1.803938857372577550e-05,-2.148367223865059288e-03
3.583409225506056610e-03,-1.803938857322183494e-05,-2.148367235147305258e-03
3.583409218741992908e-03,-1.803938857271789777e-05,-2.148367246429552097e-03
3.583409211977928339e-03,-1.803938857221396738e-05,-2.148367257711798501e-03
3.583409205213864638e-03,-1.803938857171003021e-05,-2.148367268994045339e-03
3.583409198449800936e-03,-1.803938857120609304e-05,-2.148367280276291744e-03
3.583409191685737235e-03,-1.803938857070215926e-05,-2.148367291558538582e-03
3.583409184921672666e-03,-1.803938857019822209e-05,-2.148367302840785854e-03
3.583409178157608097e-03,-1.803938856969429169e-05,-2.148367314123031391e-03
3.583409171393544396e-03,-1.803938856919035452e-05,-2.148367325405278229e-03
3.583409164629480694e-03,-1.803938856868641735e-05,-2.148367336687525067e-03
3.583409157865416125e-03,-1.803938856818248696e-05,-2.148367347969771038e-03
3.583409151101351556e-03,-1.803938856767854640e-05,-2.148367359252017442e-03
3.583409144337286988e-03,-1.803938856717461601e-05,-2.148367370534264281e-03
3.583409137573223286e-03,-1.803938856667067884e-05,-2.148367381816509384e-03
3.583409130809158717e-03,-1.803938856616674506e-05,-2.148367393098755788e-03
3.583409124045094148e-03,-1.803938856566280789e-05,-2.148367404381002627e-03
3.583409117281029579e-03,-1.803938856515887072e-05,-2.148367415663248597e-03
3.583409110516965444e-03,-1.803938856465493693e-05,-2.148367426945495002e-03
3.583409103752900875e-03,-1.803938856415100315e-05,-2.148367438227741406e-03
3.583409096988836307e-03,-1.803938856364706937e-05,-2.148367449509987811e-03
3.583409090224771738e-03,-1.803938856314313220e-05,-2.148367460792233782e-03
3.583409083460707169e-03,-1.803938856263919503e-05,-2.148367472074479752e-03
3.583409076696642600e-03,-1.803938856213526125e-05,-2.148367483356726157e-03
3.583409069932577164e-03,-1.803938856163132747e-05,-2.148367494638972561e-03
3.583409063168513028e-03,-1.803938856112739369e-05,-2.148367505921217665e-03
3.583409056404448460e-03,-1.803938856062345652e-05,-2.148367517203464069e-03
3.583409049640383891e-03,-1.803938856011951935e-05,-2.148367528485710040e-03
3.583409042876318455e-03,-1.803938855961558557e-05,-2.148367539767956878e-03
3.583409036112253886e-03,-1.803938855911165178e-05,-2.148367551050202415e-03
3.583409029348188883e-03,-1.803938855860771800e-05,-2.148367562332448386e-03
3.583409022584124314e-03,-1.803938855810377744e-05,-2.148367573614694357e-03
3.583409015820058878e-03,-1.803938855759984027e-05,-2.148367584896940762e-03
3.583409009055993442e-03,-1.803938855709590988e-05,-2.148367596179186732e-03
3.583409002291928873e-03,-1.803938855659197610e-05,-2.148367607461431836e-03
3.583408995527863870e-03,-1.803938855608804232e-05,-2.148367618743678240e-03
3.583408988763798434e-03,-1.803938855558410854e-05,-2.148367630025923777e-03
3.583408981999733865e-03,-1.803938855508016459e-05,-2.148367641308169748e-03
3.583408975235668863e-03,-1.803938855457623420e-05,-2.148367652590415719e-03
3.583408968471603426e-03,-1.803938855407230042e-05,-2.148367663872661256e-03
3.583408961707537990e-03,-1.803938855356836663e-05,-2.148367675154907227e-03
3.583408954943472554e-03,-1.803938855306442946e-05,-2.148367686437152764e-03
3.583408948179407551e-03,-1.803938855256049229e-05,-2.148367697719398735e-03
3.583408941415342115e-03,-1.803938855205655851e-05,-2.148367709001644272e-03
3.583408934651276679e-03,-1.803938855155262473e-05,-2.148367720283891110e-03
3.583408927887211676e-03,-1.803938855104868417e-05,-2.148367731566135780e-03
3.583408921123145373e-03,-1.803938855054475039e-05,-2.148367742848381317e-03
3.583408914359080370e-03,-1.803938855004082000e-05,-2.148367754130626854e-03
3.583408907595014934e-03,-1.803938854953687944e-05,-2.148367765412872391e-03
3.583408900830948630e-03,-1.803938854903294905e-05,-2.148367776695117928e-03
3.583408894066883628e-03,-1.803938854852901188e-05,-2.148367787977363465e-03
3.583408887302818192e-03,-1.803938854802507471e-05,-2.148367799259609436e-03
3.583408880538752322e-03,-1.803938854752114431e-05,-2.148367810541855407e-03
3.583408873774686018e-03,-1.803938854701720376e-05,-2.148367821824100944e-03
3.583408867010620582e-03,-1.803938854651327336e-05,-2.148367833106346048e-03
3.583408860246554712e-03,-1.803938854600933619e-05,-2.148367844388591585e-03
3.583408853482489276e-03,-1.803938854550539902e-05,-2.148367855670837122e-03
3.583408846718423406e-03,-1.803938854500146524e-05,-2.148367866953082225e-03
3.583408839954357102e-03,-1.803938854449753485e-05,-2.148367878235327329e-03
3.583408833190291232e-03,-1.803938854399359429e-05,-2.148367889517572866e-03
3.583408826426224929e-03,-1.803938854348965712e-05,-2.148367900799817969e-03
3.583408819662159059e-03,-1.803938854298572673e-05,-2.148367912082063506e-03
3.583408812898093189e-03,-1.803938854248178956e-05,-2.148367923364309044e-03
3.583408806134027753e-03,-1.803938854197785239e-05,-2.148367934646553713e-03
3.583408799369961449e-03,-1.803938854147391860e-05,-2.148367945928799250e-03
3.583408792605895579e-03,-1.803938854096998144e-05,-2.148367957211044354e-03
3.583408785841829276e-03,-1.803938854046604765e-05,-2.148367968493289891e-03
3.583408779077762538e-03,-1.803938853996211387e-05,-2.148367979775534994e-03
3.583408772313696668e-03,-1.803938853945817670e-05,-2.148367991057780098e-03
3.583408765549629497e-03,-1.803938853895424292e-05,-2.148368002340025201e-03
3.583408758785563628e-03,-1.803938853845030575e-05,-2.148368013622270738e-03
3.583408752021497758e-03,-1.803938853794637197e-05,-2.148368024904515408e-03
3.583408745257431454e-03,-1.803938853744243819e-05,-2.148368036186760512e-03
3.583408738493364717e-03,-1.803938853693850102e-05,-2.148368047469005615e-03
3.583408731729298413e-03,-1.803938853643456385e-05,-2.148368058751250718e-03
3.583408724965231676e-03,-1.803938853593063345e-05,-2.148368070033495822e-03
3.583408718201165806e-03,-1.803938853542669290e-05,-2.148368081315740925e-03
3.583408711437098635e-03,-1.803938853492276250e-05,-2.148368092597986029e-03
3.583408704673031898e-03,-1.803938853441882533e-05,-2.148368103880230699e-03
3.583408697908966028e-03,-1.803938853391488816e-05,-2.148368115162475802e-03
3.583408691144898857e-03,-1.803938853341095438e-05,-2.148368126444720905e-03
3.583408684380832120e-03,-1.803938853290701721e-05,-2.148368137726965575e-03
3.583408677616765382e-03,-1.803938853240308343e-05,-2.148368149009210679e-03
3.583408670852698645e-03,-1.803938853189914965e-05,-2.148368160291455782e-03
3.583408664088631474e-03,-1.803938853139521248e-05,-2.148368171573700452e-03
3.583408657324564737e-03,-1.803938853089127870e-05,-2.148368182855945122e-03
3.583408650560498000e-03,-1.803938853038734153e-05,-2.148368194138189358e-03
3.583408643796431262e-03,-1.803938852988340775e-05,-2.148368205420434461e-03
3.583408637032364091e-03,-1.803938852937947396e-05,-2.148368216702679131e-03
3.583408630268297354e-03,-1.803938852887553679e-05,-2.148368227984923801e-03
3.583408623504230617e-03,-1.803938852837159962e-05,-2.148368239267168904e-03
3.583408616740163012e-03,-1.803938852786766584e-05,-2.148368250549413574e-03
3.583408609976095841e-03,-1.803938852736372867e-05,-2.148368261831658244e-03
3.583408603212029104e-03,-1.803938852685979489e-05,-2.148368273113902046e-03
3.583408596447962367e-03,-1.803938852635586111e-05,-2.148368284396147149e-03
3.583408589683894762e-03,-1.803938852585192394e-05,-2.148368295678391819e-03
3.583408582919828025e-03,-1.803938852534798677e-05,-2.148368306960636923e-03
3.583408576155760420e-03,-1.803938852484405977e-05,-2.148368318242881159e-03
3.583408569391692815e-03,-1.803938852434011582e-05,-2.148368329525125828e-03
3.583408562627625644e-03,-1.803938852383618543e-05,-2.148368340807370064e-03
3.583408555863558040e-03,-1.803938852333225164e-05,-2.148368352089614301e-03
3.583408549099490435e-03,-1.803938852282831109e-05,-2.148368363371858970e-03
3.583408542335422831e-03,-1.803938852232438069e-05,-2.148368374654103640e-03
3.583408535571355226e-03,-1.803938852182044352e-05,-2.148368385936347876e-03
3.583408528807287621e-03,-1.803938852131650635e-05,-2.148368397218592112e-03
3.583408522043220884e-03,-1.803938852081257257e-05,-2.148368408500836782e-03
3.583408515279153279e-03,-1.803938852030863540e-05,-2.148368419783081018e-03
3.583408508515085675e-03,-1.803938851980470162e-05,-2.148368431065325254e-03
3.583408501751018070e-03,-1.803938851930076784e-05,-2.148368442347569924e-03
3.583408494986950465e-03,-1.803938851879683067e-05,-2.148368453629813726e-03
3.583408488222881993e-03,-1.803938851829289350e-05,-2.148368464912058830e-03
3.583408481458814389e-03,-1.803938851778895972e-05,-2.148368476194302632e-03
3.583408474694747218e-03,-1.803938851728502594e-05,-2.148368487476546435e-03
3.583408467930679180e-03,-1.803938851678108877e-05,-2.148368498758790671e-03
3.583408461166611575e-03,-1.803938851627715498e-05,-2.148368510041035774e-03
3.583408454402543103e-03,-1.803938851577321781e-05,-2.148368521323279576e-03
3.583408447638475498e-03,-1.803938851526928742e-05,-2.148368532605523379e-03
3.583408440874407026e-03,-1.803938851476534686e-05,-2.148368543887767615e-03
3.583408434110339422e-03,-1.803938851426141308e-05,-2.148368555170011417e-03
3.583408427346271817e-03,-1.803938851375747930e-05,-2.148368566452255653e-03
3.583408420582203345e-03,-1.803938851325353874e-05,-2.148368577734499456e-03
3.583408413818134873e-03,-1.803938851274960496e-05,-2.148368589016744126e-03
3.583408407054066401e-03,-1.803938851224567457e-05,-2.148368600298987928e-03
3.583408400289998796e-03,-1.803938851174173740e-05,-2.148368611581231297e-03
3.583408393525930324e-03,-1.803938851123780362e-05,-2.148368622863475533e-03
3.583408386761861852e-03,-1.803938851073386645e-05,-2.148368634145719335e-03
3.583408379997793814e-03,-1.803938851022992928e-05,-2.148368645427963571e-03
3.583408373233725342e-03,-1.803938850972599211e-05,-2.148368656710207374e-03
3.583408366469656870e-03,-1.803938850922206171e-05,-2.148368667992451610e-03
3.583408359705588398e-03,-1.803938850871812115e-05,-2.148368679274694978e-03
3.583408352941520793e-03,-1.803938850821419076e-05,-2.148368690556938781e-03
3.583408346177452321e-03,-1.803938850771025359e-05,-2.148368701839182583e-03
3.583408339413383416e-03,-1.803938850720631303e-05,-2.148368713121426819e-03
3.583408332649314944e-03,-1.803938850670238264e-05,-2.148368724403670622e-03
3.583408325885245604e-03,-1.803938850619844886e-05,-2.148368735685913990e-03
3.583408319121177132e-03,-1.803938850569451508e-05,-2.148368746968157793e-03
3.583408312357108660e-03,-1.803938850519057791e-05,-2.148368758250401595e-03
3.583408305593040622e-03,-1.803938850468663735e-05,-2.148368769532645398e-03
3.583408298828972150e-03,-1.803938850418270696e-05,-2.148368780814888766e-03
3.583408292064902811e-03,-1.803938850367876979e-05,-2.148368792097132569e-03
