ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.587136216919900328e-03,-1.803966638601118939e-05,-2.142138467923579686e-03
3.587136210175344026e-03,-1.803966638550818396e-05,-2.142138479217734967e-03
3.587136203430786423e-03,-1.803966638500517514e-05,-2.142138490511889381e-03
3.587136196686230120e-03,-1.803966638450216971e-05,-2.142138501806044228e-03
3.587136189941672951e-03,-1.803966638399916427e-05,-2.142138513100199509e-03
3.587136183197116648e-03,-1.803966638349615884e-05,-2.142138524394353923e-03
3.587136176452559479e-03,-1.803966638299315002e-05,-2.142138535688508771e-03
3.587136169708001875e-03,-1.803966638249014119e-05,-2.142138546982663618e-03
3.587136162963445573e-03,-1.803966638198713576e-05,-2.142138558276817598e-03
3.587136156218888403e-03,-1.803966638148412694e-05,-2.142138569570973313e-03
3.587136149474331234e-03,-1.803966638098112151e-05,-2.142138580865127293e-03
3.587136142729774498e-03,-1.803966638047811607e-05,-2.142138592159281707e-03
3.587136135985217328e-03,-1.803966637997510725e-05,-2.142138603453436554e-03
3.587136129240660158e-03,-1.803966637947210182e-05,-2.142138614747591402e-03
3.587136122496102988e-03,-1.803966637896909300e-05,-2.142138626041745816e-03
3.587136115751545819e-03,-1.803966637846608756e-05,-2.142138637335900663e-03
3.587136109006988649e-03,-1.803966637796307874e-05,-2.142138648630055077e-03
3.587136102262431479e-03,-1.803966637746007331e-05,-2.142138659924209491e-03
3.587136095517874310e-03,-1.803966637695707126e-05,-2.142138671218363905e-03
3.587136088773317140e-03,-1.803966637645405905e-05,-2.142138682512518318e-03
3.587136082028759537e-03,-1.803966637595105362e-05,-2.142138693806672298e-03
3.587136075284201933e-03,-1.803966637544804480e-05,-2.142138705100827146e-03
3.587136068539644330e-03,-1.803966637494503936e-05,-2.142138716394981560e-03
3.587136061795087160e-03,-1.803966637444203054e-05,-2.142138727689135973e-03
3.587136055050529990e-03,-1.803966637393902511e-05,-2.142138738983289954e-03
3.587136048305971953e-03,-1.803966637343601967e-05,-2.142138750277444367e-03
3.587136041561414784e-03,-1.803966637293300746e-05,-2.142138761571598781e-03
3.587136034816856747e-03,-1.803966637243000542e-05,-2.142138772865753629e-03
3.587136028072298709e-03,-1.803966637192699660e-05,-2.142138784159907175e-03
3.587136021327741540e-03,-1.803966637142398778e-05,-2.142138795454061589e-03
3.587136014583183503e-03,-1.803966637092098573e-05,-2.142138806748216003e-03
3.587136007838625466e-03,-1.803966637041797352e-05,-2.142138818042369983e-03
3.587136001094068296e-03,-1.803966636991496809e-05,-2.142138829336524396e-03
3.587135994349510259e-03,-1.803966636941195927e-05,-2.142138840630678377e-03
3.587135987604952222e-03,-1.803966636890895383e-05,-2.142138851924832790e-03
3.587135980860394618e-03,-1.803966636840594840e-05,-2.142138863218986337e-03
3.587135974115836581e-03,-1.803966636790294296e-05,-2.142138874513140750e-03
3.587135967371278544e-03,-1.803966636739993414e-05,-2.142138885807294731e-03
3.587135960626720507e-03,-1.803966636689692193e-05,-2.142138897101449144e-03
3.587135953882162470e-03,-1.803966636639391989e-05,-2.142138908395603124e-03
